Edad,Sexo,Facultad,Pregunta,Opción,Comentarios,Pregunta_texto,Llave,Respuesta_texto
19,M,Química,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
19,M,Química,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
19,M,Química,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
19,M,Química,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
19,M,Química,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
19,M,Química,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
19,M,Química,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,M,Química,12,3,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,123,No se cuál es la función de un lingüista 
19,M,Química,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
19,M,Química,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
19,M,Química,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
19,M,Química,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,M,Química,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
19,M,Química,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
19,M,Química,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
19,M,Química,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
19,M,Química,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
19,M,Química,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
19,M,Química,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,M,Química,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
19,M,Química,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
19,M,Química,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
19,M,Química,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
19,M,Química,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,M,Química,5,2,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,52,Ser sintiente 
19,M,Química,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
19,M,Química,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
19,M,Química,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
19,M,Química,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
19,M,Química,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
19,M,Química,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,M,Química,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
20,M,Química,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
20,M,Química,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
20,M,Química,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
20,M,Química,4,3,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,43,3. Opciones 2 y 4
20,M,Química,5,2,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,52,Ser sintiente 
20,M,Química,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
20,M,Química,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
20,M,Química,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
20,M,Química,9,1,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,91,"No deben ser representados, no tiene sentido"
20,M,Química,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
20,M,Química,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
20,M,Química,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
20,M,Química,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
20,M,Química,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
20,M,Química,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
20,M,Química,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
20,M,Química,5,4,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,54,Persona no humana
20,M,Química,6,2,,¿Sabes qué hacer ante una situación de maltrato animal?,62,Me acerco a un policía
20,M,Química,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
20,M,Química,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
20,M,Química,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
20,M,Química,10,3,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,103,"3. Retiro digno: adopción, jubilación o santuario"
20,M,Química,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
20,M,Química,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
20,M,Química,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
20,M,Química,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
20,M,Química,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
20,M,Química,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
20,M,Química,5,4,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,54,Persona no humana
20,M,Química,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
20,M,Química,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
20,M,Química,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
20,M,Química,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
20,M,Química,10,3,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,103,"3. Retiro digno: adopción, jubilación o santuario"
20,M,Química,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
20,M,Química,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
18,M,Química,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
18,M,Química,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
18,M,Química,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
18,M,Química,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
18,M,Química,5,2,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,52,Ser sintiente 
18,M,Química,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
18,M,Química,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
18,M,Química,8,3,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,83,Tal vez
18,M,Química,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
18,M,Química,10,1,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,101,"1. Limitación de tiempo, alimentación y reposo"
18,M,Química,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
18,M,Química,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
18,M,Química,1,2,,¿Conoces de la existencia del derecho animal?,12,Algo había escuchado
18,M,Química,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
18,M,Química,3,1,,¿Qué derechos consideras tienen los animales?,31,1. Muerte digna (con aturdimiento) y supervisada
18,M,Química,4,3,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,43,3. Opciones 2 y 4
18,M,Química,5,3,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,53,Cosas (bienes muebles e inmuebles)
18,M,Química,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
18,M,Química,7,1,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,71,No
18,M,Química,8,3,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,83,Tal vez
18,M,Química,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
18,M,Química,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
18,M,Química,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
18,M,Química,12,3,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,123,No se cuál es la función de un lingüista 
18,M,Química,1,4,,¿Conoces de la existencia del derecho animal?,14,"Sí, estoy informado"
18,M,Química,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
18,M,Química,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
18,M,Química,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
18,M,Química,5,2,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,52,Ser sintiente 
